Lat
-169.875
-169.625
-169.375
-169.125
-168.875
-168.625
-168.375
-168.125
-167.875
-167.625
-167.375
-167.125
-166.875
-166.625
-166.375
-166.125
-165.875
-165.625
-165.375
-165.125
-164.875
-164.625
-164.375
-164.125
-163.875
-163.625
-163.375
-163.125
-162.875
-162.625
-162.375
-162.125
-161.875
-161.625
-161.375
-161.125
-160.875
-160.625
-160.375
-160.125
-159.875
-159.625
-159.375
-159.125
-158.875
-158.625
-158.375
-158.125
-157.875
-157.625
-157.375
-157.125
-156.875
-156.625
-156.375
-156.125
-155.875
-155.625
-155.375
-155.125
-154.875
-154.625
-154.375
-154.125
-153.875
-153.625
-153.375
-153.125
-152.875
-152.625
-152.375
-152.125
-151.875
-151.625
-151.375
-151.125
-150.875
-150.625
-150.375
-150.125
-149.875
-149.625
-149.375
-149.125
-148.875
-148.625
-148.375
-148.125
-147.875
-147.625
-147.375
-147.125
-146.875
-146.625
-146.375
-146.125
-145.875
-145.625
-145.375
-145.125
-144.875
-144.625
-144.375
-144.125
-143.875
-143.625
-143.375
-143.125
-142.875
-142.625
-142.375
-142.125
-141.875
-141.625
-141.375
-141.125
-140.875
-140.625
-140.375
-140.125
