"","Time","Lat","Long","Station"
"397",737000,24.536,158.48,"PIT1"
"398",737000,24.535,158.48,"PIT1"
"399",737000,24.536,158.48,"PIT1"
"400",737000,24.537,158.48,"PIT1"
"401",737000,24.538,158.48,"PIT1"
"402",737000,24.54,158.48,"PIT1"
"403",737000,24.542,158.48,"PIT1"
"404",737000,24.544,158.48,"PIT1"
"405",737000,24.546,158.48,"PIT1"
"406",737000,24.547,158.48,"PIT1"
"407",737000,24.547,158.48,"PIT1"
"408",737000,24.547,158.48,"PIT1"
"409",737000,24.547,158.48,"PIT1"
"410",737000,24.547,158.48,"PIT1"
"411",737000,24.547,158.48,"PIT1"
"412",737000,24.546,158.47,"PIT1"
"413",737000,24.546,158.47,"PIT1"
"414",737000,24.546,158.47,"PIT1"
"415",737000,24.546,158.47,"PIT1"
"416",737000,24.546,158.47,"PIT1"
"417",737000,24.547,158.47,"PIT1"
"418",737000,24.548,158.47,"PIT1"
"419",737000,24.549,158.47,"PIT1"
"420",737000,24.551,158.47,"PIT1"
"421",737000,24.552,158.47,"PIT1"
"422",737000,24.554,158.47,"PIT1"
"423",737000,24.555,158.47,"PIT1"
"424",737000,24.556,158.47,"PIT1"
"425",737000,24.557,158.47,"PIT1"
"426",737000,24.558,158.47,"PIT1"
"427",737000,24.559,158.46,"PIT1"
"428",737000,24.559,158.46,"PIT1"
"429",737000,24.559,158.46,"PIT1"
"430",737000,24.559,158.46,"PIT1"
"431",737000,24.559,158.46,"PIT1"
"432",737000,24.558,158.46,"PIT1"
"433",737000,24.556,158.46,"PIT1"
"434",737000,24.554,158.46,"PIT1"
"435",737000,24.552,158.46,"PIT1"
"436",737000,24.55,158.46,"PIT1"
"437",737000,24.548,158.46,"PIT1"
"438",737000,24.547,158.46,"PIT1"
"439",737000,24.546,158.46,"PIT1"
"440",737000,24.546,158.47,"PIT1"
"441",737000,24.546,158.47,"PIT1"
"442",737000,24.546,158.47,"PIT1"
"443",737000,24.546,158.47,"PIT1"
"444",737000,24.547,158.48,"PIT1"
"445",737000,24.549,158.48,"PIT1"
"446",737000,24.55,158.48,"PIT1"
"447",737000,24.552,158.48,"PIT1"
"448",737000,24.554,158.48,"PIT1"
"449",737000,24.555,158.48,"PIT1"
"450",737000,24.556,158.49,"PIT1"
"451",737000,24.557,158.49,"PIT1"
"452",737000,24.558,158.49,"PIT1"
"453",737000,24.559,158.49,"PIT1"
"454",737000,24.559,158.49,"PIT1"
"455",737000,24.56,158.49,"PIT1"
"456",737000,24.56,158.49,"PIT1"
"457",737000,24.56,158.49,"PIT1"
"458",737000,24.56,158.49,"PIT1"
"459",737000,24.56,158.49,"PIT1"
"460",737000,24.56,158.49,"PIT1"
"461",737000,24.559,158.49,"PIT1"
"462",737000,24.559,158.49,"PIT1"
"463",737000,24.558,158.49,"PIT1"
"464",737000,24.556,158.49,"PIT1"
"465",737000,24.555,158.49,"PIT1"
"466",737000,24.554,158.5,"PIT1"
"467",737000,24.533,158.53,"PIT1"
"468",737000,24.533,158.53,"PIT1"
"469",737000,24.533,158.53,"PIT1"
"470",737000,24.533,158.53,"PIT1"
"471",737000,24.533,158.53,"PIT1"
"472",737000,24.533,158.53,"PIT1"
"473",737000,24.533,158.53,"PIT1"
"474",737000,24.533,158.53,"PIT1"
"475",737000,24.533,158.53,"PIT1"
"476",737000,24.533,158.53,"PIT1"
"477",737000,24.378,158.44,"PIT1"
"478",736880,25.002,158.56,"PIT2"
"479",736880,25.002,158.56,"PIT2"
"480",736880,25.004,158.57,"PIT2"
"481",736880,25.005,158.58,"PIT2"
"482",736880,25.006,158.59,"PIT2"
"483",736880,25.008,158.59,"PIT2"
"484",736880,25.01,158.6,"PIT2"
"485",736880,25.012,158.61,"PIT2"
"486",736880,25.013,158.61,"PIT2"
"487",736880,25.014,158.62,"PIT2"
"488",736880,25.015,158.63,"PIT2"
"489",736880,25.017,158.64,"PIT2"
"490",736880,25.018,158.65,"PIT2"
"491",736880,25.02,158.66,"PIT2"
"492",736880,25.022,158.66,"PIT2"
"493",736880,25.025,158.67,"PIT2"
"494",736880,25.027,158.68,"PIT2"
"495",736880,25.029,158.69,"PIT2"
"496",736880,25.032,158.69,"PIT2"
"497",736880,25.035,158.7,"PIT2"
"498",736880,25.037,158.7,"PIT2"
"499",736880,25.039,158.71,"PIT2"
"500",736880,25.04,158.71,"PIT2"
"501",736880,25.041,158.72,"PIT2"
"502",736880,25.042,158.72,"PIT2"
"503",736880,25.042,158.73,"PIT2"
"504",736880,25.042,158.73,"PIT2"
"505",736880,25.042,158.74,"PIT2"
"506",736880,25.041,158.75,"PIT2"
"507",736880,25.041,158.75,"PIT2"
"508",736880,25.041,158.76,"PIT2"
"509",736880,25.04,158.76,"PIT2"
"510",736880,25.039,158.77,"PIT2"
"511",736880,25.038,158.77,"PIT2"
"512",736880,25.037,158.78,"PIT2"
"513",736880,25.037,158.78,"PIT2"
"514",736880,25.036,158.79,"PIT2"
"515",736880,25.035,158.79,"PIT2"
"516",736880,25.034,158.8,"PIT2"
"517",736880,25.033,158.8,"PIT2"
"518",736880,25.031,158.8,"PIT2"
"519",736880,25.03,158.81,"PIT2"
"520",736880,25.029,158.81,"PIT2"
"521",736880,25.027,158.82,"PIT2"
"522",736880,25.025,158.82,"PIT2"
"523",736880,25.023,158.83,"PIT2"
"524",736880,25.021,158.83,"PIT2"
"525",736880,25.02,158.84,"PIT2"
"526",736880,25.018,158.84,"PIT2"
"527",736880,25.016,158.85,"PIT2"
"528",736880,25.014,158.85,"PIT2"
"529",736880,25.012,158.86,"PIT2"
"530",736880,25.011,158.86,"PIT2"
"531",736880,25.009,158.87,"PIT2"
"532",736880,25.007,158.87,"PIT2"
"533",736880,25.005,158.87,"PIT2"
"534",736880,25.004,158.88,"PIT2"
"535",736880,25.002,158.88,"PIT2"
"536",736880,25,158.89,"PIT2"
"537",736880,24.998,158.89,"PIT2"
"538",736880,24.996,158.89,"PIT2"
"539",736880,24.994,158.9,"PIT2"
"540",736880,24.992,158.9,"PIT2"
"541",736880,24.989,158.9,"PIT2"
"542",736880,24.987,158.91,"PIT2"
"543",736880,24.985,158.91,"PIT2"
